experiment_name,model_type,loss,tokens_per_sec,peak_memory_mb,best_tick,conf_tick,tick_count,effective_tick,active_cell_fraction,losses_per_tick,certainties_per_tick,hidden_size,num_hidden_layers,d_model,d_input,iterations,memory_length,memory_hidden_dims,deep_nlms,synapse_depth,tick_loss_mode,elf_horizon_mode,elf_max_horizon,tick_improve_weight,tick_improve_margin,tick_halt_mode,tick_halt_threshold,tick_halt_temperature,tick_compute_weight,cell_sparsity_mode,cell_topk,cell_sparsity_rescale,self_cond,cross_layer_state,global_step,metrics_file
qp__s05_deep_nlms0__bs2,ctm,95.50387573242188,1540.4694066072677,8546.01513671875,0.0,3.0,4,-1.0,1.0,"[9.416247, 10.343163, 10.910357, 11.230562]","[0.893878, 0.785132, 0.725593, 0.676754]",768,16,512,256,4,10,4,0,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_deep_nlms0__bs2.csv
qp__s05_deep_nlms0__bs4,ctm,111.69047546386719,1424.3398396513112,14358.73681640625,1.0,3.0,4,-1.0,1.0,"[9.897737, 9.984048, 10.010979, 10.573406]","[0.836112, 0.798589, 0.776884, 0.740409]",768,16,512,256,4,10,4,0,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_deep_nlms0__bs4.csv
qp__s05_deep_nlms0__bs6,ctm,110.4380874633789,2021.7431936201222,20117.26025390625,0.3333333432674408,3.0,4,-1.0,1.0,"[9.846186, 9.945507, 10.295422, 13.000362]","[0.823425, 0.793706, 0.749306, 0.390069]",768,16,512,256,4,10,4,0,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_deep_nlms0__bs6.csv
qp__s05_deep_nlms0__bs8,ctm,113.49130249023438,2121.563304403304,25686.34423828125,0.0,2.625,4,-1.0,1.0,"[9.206288, 9.739055, 10.088892, 12.272653]","[0.660319, 0.600822, 0.576723, 0.354871]",768,16,512,256,4,10,4,0,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_deep_nlms0__bs8.csv
qp__s05_dinput128_heads4__bs10,ctm,258.3988037109375,2390.1065079418245,42643.54248046875,3.0,3.0,4,-1.0,1.0,"[8.709353, 8.695354, 8.67962, 8.656723]","[0.999402, 0.999318, 0.999097, 0.998609]",768,16,512,128,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_dinput128_heads4__bs10.csv
qp__s05_dinput128_heads4__bs12,ctm,254.17800903320312,2356.0272757768375,50478.73681640625,3.0,3.0,4,-1.0,1.0,"[8.700461, 8.686518, 8.670441, 8.647879]","[0.9993, 0.999236, 0.998987, 0.99838]",768,16,512,128,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_dinput128_heads4__bs12.csv
qp__s05_dinput384_heads8__bs10,ctm,253.55096435546875,2381.5616600308044,43648.25244140625,3.0,2.4000000953674316,4,-1.0,1.0,"[8.738959, 8.733598, 8.722934, 8.710061]","[0.99728, 0.99651, 0.996315, 0.996359]",768,16,512,384,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_dinput384_heads8__bs10.csv
qp__s05_dinput384_heads8__bs12,ctm,240.68821716308594,2539.795874466963,51670.48681640625,3.0,2.0,4,-1.0,1.0,"[8.730494, 8.723044, 8.715526, 8.700027]","[0.997729, 0.997187, 0.997129, 0.99731]",768,16,512,384,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_dinput384_heads8__bs12.csv
qp__s05_memlen14__bs12,ctm,253.10842895507812,2437.2423691873964,52525.5595703125,3.0,3.0,4,-1.0,1.0,"[8.674513, 8.653547, 8.63462, 8.626379]","[0.996942, 0.996156, 0.995622, 0.995026]",768,16,512,256,4,14,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_memlen14__bs12.csv
qp__s05_no_cross_state__bs10,ctm,258.5905456542969,2121.8375814274036,43128.42431640625,2.1000001430511475,3.0,4,-1.0,1.0,"[8.748705, 8.749701, 8.751407, 8.747693]","[0.999996, 0.999991, 0.999975, 0.99995]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,0,3,runs/metrics/qp__s05_no_cross_state__bs10.csv
qp__s05_no_cross_state__bs12,ctm,254.0829315185547,2578.646666100613,50998.58447265625,2.0,3.0,4,-1.0,1.0,"[8.748693, 8.747901, 8.749612, 8.746645]","[0.999996, 0.999991, 0.999978, 0.999955]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,0,3,runs/metrics/qp__s05_no_cross_state__bs12.csv
qp__s05_no_cross_state__bs2,ctm,281.5232849121094,890.9422225273782,10912.07568359375,1.0,3.0,4,-1.0,1.0,"[8.75042, 8.749788, 8.753994, 8.757586]","[0.999996, 0.999992, 0.999983, 0.999962]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,0,3,runs/metrics/qp__s05_no_cross_state__bs2.csv
qp__s05_no_cross_state__bs4,ctm,265.6453552246094,1358.523883497588,18990.99072265625,1.25,3.0,4,-1.0,1.0,"[8.749714, 8.749077, 8.74964, 8.750832]","[0.999996, 0.999992, 0.999982, 0.999966]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,0,3,runs/metrics/qp__s05_no_cross_state__bs4.csv
qp__s05_no_cross_state__bs8,ctm,254.09523010253906,1844.1307712872315,34948.98876953125,1.875,2.625,4,-1.0,1.0,"[7.655807, 7.656623, 7.657469, 7.65556]","[0.874996, 0.874991, 0.874974, 0.874938]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,0,3,runs/metrics/qp__s05_no_cross_state__bs8.csv
qp__s05_no_selfcond__bs10,ctm,257.4715270996094,2357.109695355033,42396.44873046875,1.0,3.0,4,-1.0,1.0,"[8.716733, 8.690948, 8.738955, 9.218641]","[0.999138, 0.996998, 0.986151, 0.922126]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,0,1,3,runs/metrics/qp__s05_no_selfcond__bs10.csv
qp__s05_no_selfcond__bs12,ctm,252.8898162841797,2406.7899956596348,50152.93994140625,1.0,3.0,4,-1.0,1.0,"[8.711697, 8.687193, 8.733206, 9.267944]","[0.999066, 0.996506, 0.984879, 0.912107]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,0,1,3,runs/metrics/qp__s05_no_selfcond__bs12.csv
qp__s05_no_selfcond__bs2,ctm,282.41192626953125,1038.3558860475139,10672.75732421875,1.0,3.0,4,-1.0,1.0,"[8.731934, 8.716583, 8.82716, 9.759403]","[0.999091, 0.997873, 0.980429, 0.86584]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,0,1,3,runs/metrics/qp__s05_no_selfcond__bs2.csv
qp__s05_no_selfcond__bs4,ctm,265.62225341796875,1548.7817593546943,18619.51611328125,0.75,3.0,4,-1.0,1.0,"[8.73735, 8.721966, 8.819781, 9.950987]","[0.998921, 0.99725, 0.977334, 0.831595]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,0,1,3,runs/metrics/qp__s05_no_selfcond__bs4.csv
qp__s05_no_selfcond__bs6,ctm,264.0739440917969,1819.142105870455,26478.63330078125,0.8333333730697632,3.0,4,-1.0,1.0,"[8.715773, 8.691995, 8.758844, 9.452271]","[0.998881, 0.997009, 0.981261, 0.886711]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,0,1,3,runs/metrics/qp__s05_no_selfcond__bs6.csv
qp__s05_no_selfcond__bs8,ctm,253.81910705566406,1873.7823175601463,34386.83251953125,1.0,2.625,4,-1.0,1.0,"[7.625068, 7.601099, 7.651263, 8.141815]","[0.874041, 0.871893, 0.861411, 0.79667]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,0,1,3,runs/metrics/qp__s05_no_selfcond__bs8.csv
qp__s05_no_selfcond_no_cross__bs12,ctm,253.59075927734375,2620.57708618965,50151.09423828125,2.25,3.0,4,-1.0,1.0,"[8.751041, 8.756042, 8.753603, 8.74174]","[0.999994, 0.999985, 0.999937, 0.999571]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,0,0,3,runs/metrics/qp__s05_no_selfcond_no_cross__bs12.csv
qp__s05_shallow_synapse__bs10,ctm,256.82891845703125,2630.9764954189322,38930.283203125,2.9000000953674316,3.0,4,-1.0,1.0,"[8.680156, 8.653241, 8.621432, 8.601401]","[0.999095, 0.998519, 0.996998, 0.995631]",768,16,512,256,4,10,4,1,1,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_shallow_synapse__bs10.csv
qp__s05_shallow_synapse__bs12,ctm,252.21844482421875,2798.792683254623,45942.009765625,3.0,3.0,4,-1.0,1.0,"[8.676888, 8.647805, 8.614875, 8.59334]","[0.999095, 0.998575, 0.99718, 0.995745]",768,16,512,256,4,10,4,1,1,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_shallow_synapse__bs12.csv
qp__s05_shallow_synapse__bs6,ctm,262.04864501953125,2112.841251547091,24527.28369140625,3.0,3.0,4,-1.0,1.0,"[8.656092, 8.633987, 8.603829, 8.587871]","[0.998634, 0.998285, 0.997166, 0.996199]",768,16,512,256,4,10,4,1,1,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_shallow_synapse__bs6.csv
qp__s05_shallow_synapse__bs8,ctm,253.4015350341797,1300.4535036491518,31618.68017578125,2.625,2.625,4,-1.0,1.0,"[7.577551, 7.554424, 7.526352, 7.507854]","[0.874059, 0.873634, 0.872384, 0.871333]",768,16,512,256,4,10,4,1,1,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_shallow_synapse__bs8.csv
qp__s05_short_memory__bs10,ctm,257.8520812988281,2563.9094433972014,41836.81103515625,3.0,3.0,4,-1.0,1.0,"[8.740234, 8.726076, 8.712794, 8.702104]","[0.999822, 0.999674, 0.999349, 0.99896]",768,16,512,256,4,6,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_short_memory__bs10.csv
qp__s05_short_memory__bs12,ctm,253.46775817871094,2738.763351066006,49445.1591796875,3.0,3.0,4,-1.0,1.0,"[8.734869, 8.721087, 8.711504, 8.700862]","[0.999758, 0.999517, 0.99899, 0.998588]",768,16,512,256,4,6,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_short_memory__bs12.csv
qp__s05_short_memory__bs2,ctm,281.0097961425781,1054.7285834031852,10633.03369140625,3.0,3.0,4,-1.0,1.0,"[8.748974, 8.7475, 8.746862, 8.743497]","[0.99984, 0.999767, 0.999732, 0.999694]",768,16,512,256,4,6,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_short_memory__bs2.csv
qp__s05_short_memory__bs4,ctm,265.271728515625,1037.848001993952,18469.41064453125,2.5,3.0,4,-1.0,1.0,"[8.740789, 8.72961, 8.722782, 8.71608]","[0.999858, 0.999716, 0.999415, 0.999152]",768,16,512,256,4,6,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_short_memory__bs4.csv
qp__s05_short_memory__bs6,ctm,263.37200927734375,1778.5152647871716,26256.38330078125,3.0,3.0,4,-1.0,1.0,"[8.741736, 8.72762, 8.716711, 8.704506]","[0.999808, 0.999652, 0.99926, 0.99882]",768,16,512,256,4,6,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_short_memory__bs6.csv
qp__s05_short_memory__bs8,ctm,252.7488555908203,1979.4470179632483,33925.21923828125,2.375,2.625,4,-1.0,1.0,"[7.648641, 7.637794, 7.629693, 7.621462]","[0.874839, 0.874585, 0.873987, 0.873526]",768,16,512,256,4,6,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_short_memory__bs8.csv
qp__s05_synapse2_mh2__bs10,ctm,257.8580017089844,2611.020619207771,35289.57080078125,3.0,3.0,4,-1.0,1.0,"[8.714702, 8.705763, 8.694263, 8.687427]","[0.999478, 0.999409, 0.999283, 0.999135]",768,16,512,256,4,10,2,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_synapse2_mh2__bs10.csv
qp__s05_synapse2_mh2__bs12,ctm,254.003173828125,2861.166762985485,41607.2392578125,3.0,3.0,4,-1.0,1.0,"[8.719459, 8.708772, 8.697337, 8.690475]","[0.999481, 0.999406, 0.999267, 0.999112]",768,16,512,256,4,10,2,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_synapse2_mh2__bs12.csv
qp__s05_synapse2_mh2__bs2,ctm,280.45513916015625,1065.6706853969783,9215.89697265625,2.5,3.0,4,-1.0,1.0,"[8.750235, 8.735487, 8.721368, 8.718619]","[0.999425, 0.999411, 0.999225, 0.999098]",768,16,512,256,4,10,2,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_synapse2_mh2__bs2.csv
qp__s05_synapse2_mh2__bs4,ctm,266.24188232421875,1524.1494819991851,15702.72900390625,3.0,2.25,4,-1.0,1.0,"[8.733023, 8.724444, 8.713434, 8.703725]","[0.998993, 0.999025, 0.998982, 0.998951]",768,16,512,256,4,10,2,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_synapse2_mh2__bs4.csv
qp__s05_synapse2_mh2__bs6,ctm,264.24798583984375,1964.6661667330068,22262.82080078125,2.5,3.0,4,-1.0,1.0,"[8.719911, 8.70351, 8.690006, 8.684013]","[0.999484, 0.999353, 0.999016, 0.998736]",768,16,512,256,4,10,2,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_synapse2_mh2__bs6.csv
qp__s05_synapse2_mh2__bs8,ctm,253.7460479736328,2101.705254662897,28671.78173828125,2.375,2.625,4,-1.0,1.0,"[7.632458, 7.621348, 7.60706, 7.601482]","[0.874533, 0.874432, 0.874277, 0.874106]",768,16,512,256,4,10,2,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_synapse2_mh2__bs8.csv
qp__s05_tiny_nlm__bs10,ctm,235.924560546875,2723.4786241986003,34470.77685546875,0.0,3.0,4,-1.0,1.0,"[9.296924, 12.172097, 14.129222, 15.868283]","[0.91739, 0.625255, 0.47076, 0.371978]",768,16,512,256,4,10,1,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_tiny_nlm__bs10.csv
qp__s05_tiny_nlm__bs12,ctm,227.73574829101562,2825.779398607333,40605.22119140625,0.0,3.0,4,-1.0,1.0,"[9.600268, 13.009659, 15.292586, 17.5411]","[0.883202, 0.546934, 0.388389, 0.291468]",768,16,512,256,4,10,1,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,3,runs/metrics/qp__s05_tiny_nlm__bs12.csv
s00_ctm_smoke,ctm,11.1222589969635,24863.589658106484,4773.232421875,1.5,2.0,3,-1.0,1.0,"[7.551562, 7.40674, 7.405885]","[0.928636, 0.865113, 0.830936]",512,4,256,128,3,10,4,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,100,runs/metrics/s00_ctm_smoke.csv
s00_transformer_smoke,transformer,14.458835077285766,76616.8156054872,1033.24755859375,-1.0,-1.0,1,-1.0,1.0,[],[],512,4,256,128,3,10,4,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,100,runs/metrics/s00_transformer_smoke.csv
s01_ctm_12l_h640_tick4,ctm,5.413460087776184,3868.0320219603504,31607.021484375,2.0,1.9166667461395264,4,-1.0,1.0,"[6.430779, 6.406115, 6.374555, 6.362276]","[0.741436, 0.733796, 0.723633, 0.709608]",640,12,384,192,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s01_ctm_12l_h640_tick4.csv
s01_ctm_16l_h768_tick4,ctm,5.500103545188904,2409.332969086178,50992.04541015625,2.3333334922790527,2.8333334922790527,4,-1.0,1.0,"[6.782487, 6.725245, 6.595159, 6.547197]","[0.808012, 0.738169, 0.736456, 0.722598]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s01_ctm_16l_h768_tick4.csv
s01_ctm_16l_tick1,ctm,5.3946778774261475,6936.578549768907,18990.2412109375,0.0,0.0,1,-1.0,1.0,[6.307173],[0.730728],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s01_ctm_16l_tick1.csv
s01_ctm_24l_h896_tick4,ctm,5.570604038238526,1164.7604048196451,62105.2900390625,1.625,3.0,4,-1.0,1.0,"[6.599067, 6.395078, 6.359842, 6.400278]","[0.733939, 0.740339, 0.729469, 0.718873]",896,24,640,320,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s01_ctm_24l_h896_tick4.csv
s01_transformer_12l_h640,transformer,4.679117512702942,39484.29406255926,4936.47412109375,-1.0,-1.0,1,-1.0,1.0,[],[],640,12,384,192,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s01_transformer_12l_h640.csv
s01_transformer_16l_h768,transformer,4.701148176193238,35116.74383554232,8012.74853515625,-1.0,-1.0,1,-1.0,1.0,[],[],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s01_transformer_16l_h768.csv
s01_transformer_24l_h896,transformer,4.734447193145752,20518.140403802943,14341.94140625,-1.0,-1.0,1,-1.0,1.0,[],[],896,24,640,320,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s01_transformer_24l_h896.csv
s02_ctm_halt_conf_t16_c01,ctm,5.807083320617676,435.01467711999436,59399.85009765625,6.25,7.5,16,8.48224925994873,1.0,"[6.787076, 6.78054, 6.778312, 6.777336, 6.777775, 6.778591, 6.780692, 6.779377, 6.77823, 6.776649, 6.777852, 6.776598, 6.778092, 6.778217, 6.779595, 6.782516]","[0.72719, 0.728974, 0.731731, 0.7313, 0.731828, 0.731304, 0.731089, 0.730175, 0.731488, 0.733097, 0.733736, 0.733713, 0.733386, 0.732527, 0.731565, 0.730363]",768,16,512,256,16,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.25,0.01,none,512,1,1,1,1000,runs/metrics/s02_ctm_halt_conf_t16_c01.csv
s02_ctm_halt_conf_t16_temp0p15,ctm,5.783500075340271,439.12196824879936,59404.59033203125,6.75,0.75,16,8.467704772949219,1.0,"[6.772053, 6.765981, 6.756269, 6.755774, 6.756849, 6.756233, 6.757277, 6.758821, 6.755021, 6.753741, 6.752839, 6.75284, 6.754308, 6.753838, 6.756221, 6.757602]","[0.727692, 0.726566, 0.730809, 0.732453, 0.732752, 0.730504, 0.73024, 0.729713, 0.731661, 0.733068, 0.733633, 0.733652, 0.733234, 0.732343, 0.73138, 0.730008]",768,16,512,256,16,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.15,0.01,none,512,1,1,1,1000,runs/metrics/s02_ctm_halt_conf_t16_temp0p15.csv
s02_ctm_halt_conf_t16_temp0p35,ctm,5.794748783111572,446.3628364462149,59399.85009765625,6.25,0.5,16,8.483869552612305,1.0,"[6.770348, 6.770061, 6.766449, 6.766125, 6.767229, 6.769631, 6.769288, 6.769422, 6.768783, 6.766547, 6.767549, 6.76752, 6.767943, 6.768907, 6.769719, 6.769933]","[0.727396, 0.727307, 0.731161, 0.731787, 0.731611, 0.730731, 0.731464, 0.730928, 0.731978, 0.7335, 0.733962, 0.733973, 0.733633, 0.732774, 0.731869, 0.73051]",768,16,512,256,16,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.35,0.01,none,512,1,1,1,1000,runs/metrics/s02_ctm_halt_conf_t16_temp0p35.csv
s02_ctm_halt_conf_t16_temp0p6,ctm,5.80350170135498,470.90732476459135,59399.85009765625,5.25,0.5,16,8.491891860961914,1.0,"[6.784559, 6.784405, 6.779682, 6.778246, 6.779819, 6.785411, 6.782698, 6.78512, 6.783351, 6.781658, 6.781608, 6.779965, 6.782475, 6.783142, 6.783675, 6.785138]","[0.726536, 0.727109, 0.730889, 0.731678, 0.731767, 0.730712, 0.730897, 0.730359, 0.732101, 0.733271, 0.733662, 0.733618, 0.732961, 0.732097, 0.7309, 0.729518]",768,16,512,256,16,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.6,0.01,none,512,1,1,1,1000,runs/metrics/s02_ctm_halt_conf_t16_temp0p6.csv
s02_ctm_halt_conf_t8_c0,ctm,5.585331463813782,1092.6186399577573,60790.19384765625,1.875,5.75,8,4.4976606369018555,1.0,"[6.418733, 6.417214, 6.4171, 6.417888, 6.416282, 6.418821, 6.418645, 6.418587]","[0.728913, 0.729288, 0.729358, 0.729272, 0.730717, 0.72857, 0.728465, 0.730976]",768,16,512,256,8,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_halt_conf_t8_c0.csv
s02_ctm_halt_conf_t8_c01,ctm,5.58208966255188,1104.411439891553,60790.19384765625,3.125,0.0,8,4.489902973175049,1.0,"[6.419884, 6.418614, 6.419326, 6.418983, 6.416594, 6.419105, 6.418646, 6.421708]","[0.727668, 0.727947, 0.729035, 0.728757, 0.730562, 0.729166, 0.729348, 0.732131]",768,16,512,256,8,10,4,1,3,min_conf,none,4,0.0,0.0,confidence,0.65,0.25,0.01,none,512,1,1,1,1000,runs/metrics/s02_ctm_halt_conf_t8_c01.csv
s02_ctm_halt_thresh_t16,ctm,5.790470719337463,438.5055242195157,61801.04541015625,11.75,15.0,16,16.0,1.0,"[7.942006, 7.613105, 7.362495, 7.167329, 7.04105, 6.950964, 6.886202, 6.841713, 6.810596, 6.790729, 6.7777, 6.77211, 6.765397, 6.767476, 6.771396, 6.778817]","[0.982617, 0.959953, 0.932854, 0.903993, 0.878898, 0.85937, 0.839745, 0.823498, 0.808838, 0.79741, 0.786029, 0.774842, 0.763685, 0.752741, 0.741917, 0.73114]",768,16,512,256,16,10,4,1,3,min_conf,none,4,0.0,0.0,threshold,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_halt_thresh_t16.csv
s02_ctm_halt_thresh_t16_th0p55,ctm,5.789124155044556,469.5174440469889,61801.04541015625,12.5,15.0,16,16.0,1.0,"[7.742383, 7.4942, 7.293929, 7.12552, 7.007878, 6.927419, 6.861582, 6.81957, 6.789844, 6.772804, 6.75952, 6.755602, 6.751412, 6.753963, 6.757468, 6.76341]","[0.969839, 0.947946, 0.924174, 0.898278, 0.874036, 0.855172, 0.83651, 0.820907, 0.806301, 0.795149, 0.78408, 0.773233, 0.762376, 0.751734, 0.741274, 0.730713]",768,16,512,256,16,10,4,1,3,min_conf,none,4,0.0,0.0,threshold,0.55,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_halt_thresh_t16_th0p55.csv
s02_ctm_halt_thresh_t16_th0p7,ctm,5.782135915756226,440.92724701840507,61801.04541015625,12.5,15.0,16,16.0,1.0,"[7.848841, 7.585054, 7.367395, 7.187238, 7.059954, 6.972255, 6.896906, 6.847655, 6.811361, 6.788814, 6.774643, 6.763851, 6.760777, 6.758659, 6.763056, 6.769733]","[0.977021, 0.956766, 0.933035, 0.906418, 0.882665, 0.863637, 0.844297, 0.828326, 0.813057, 0.800944, 0.789065, 0.777306, 0.765679, 0.754138, 0.742669, 0.731411]",768,16,512,256,16,10,4,1,3,min_conf,none,4,0.0,0.0,threshold,0.7,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_halt_thresh_t16_th0p7.csv
s02_ctm_halt_thresh_t16_th0p85,ctm,5.780422949790955,476.73694159876794,61801.04541015625,12.5,15.0,16,16.0,1.0,"[7.861583, 7.578341, 7.340248, 7.145424, 7.021707, 6.936664, 6.86865, 6.824719, 6.794543, 6.775106, 6.760596, 6.752031, 6.749908, 6.748923, 6.751046, 6.758506]","[0.978382, 0.957157, 0.930974, 0.902232, 0.877633, 0.858532, 0.838995, 0.822876, 0.808311, 0.796842, 0.785343, 0.774207, 0.763232, 0.752272, 0.741447, 0.730724]",768,16,512,256,16,10,4,1,3,min_conf,none,4,0.0,0.0,threshold,0.85,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_halt_thresh_t16_th0p85.csv
s02_ctm_tick1,ctm,5.410442876815796,6920.902716722304,18990.4462890625,0.0,0.0,1,-1.0,1.0,[6.276998],[0.674282],768,16,512,256,1,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_tick1.csv
s02_ctm_tick12,ctm,5.776507806777954,633.7327479631393,47514.54541015625,2.75,11.0,12,-1.0,1.0,"[6.970031, 6.725569, 6.635979, 6.631165, 6.671806, 6.735383, 6.79884, 6.827162, 6.835839, 6.834262, 6.836237, 6.845047]","[0.894135, 0.834465, 0.783268, 0.747443, 0.734234, 0.732264, 0.728563, 0.724533, 0.720299, 0.718994, 0.716462, 0.713214]",768,16,512,256,12,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_tick12.csv
