experiment_name,model_type,loss,tokens_per_sec,peak_memory_mb,best_tick,conf_tick,tick_count,effective_tick,active_cell_fraction,losses_per_tick,certainties_per_tick,hidden_size,num_hidden_layers,d_model,d_input,iterations,memory_length,memory_hidden_dims,deep_nlms,synapse_depth,tick_loss_mode,elf_horizon_mode,elf_max_horizon,tick_improve_weight,tick_improve_margin,tick_halt_mode,tick_halt_threshold,tick_halt_temperature,tick_compute_weight,cell_sparsity_mode,cell_topk,cell_sparsity_rescale,self_cond,cross_layer_state,global_step,metrics_file
s02_ctm_tick16,ctm,5.776571440696716,442.4144306790589,61801.04541015625,2.25,15.0,16,-1.0,1.0,"[6.966071, 6.702556, 6.635433, 6.629261, 6.674826, 6.738553, 6.791994, 6.810679, 6.809425, 6.803876, 6.807091, 6.810068, 6.81337, 6.819772, 6.825416, 6.835577]","[0.89273, 0.828159, 0.754322, 0.737586, 0.745001, 0.746478, 0.744441, 0.742065, 0.738571, 0.73731, 0.735905, 0.734069, 0.731751, 0.728951, 0.725893, 0.722562]",768,16,512,256,16,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_tick16.csv
s02_ctm_tick2,ctm,5.3993510723114015,4214.105850311783,29812.68896484375,0.4166666865348816,0.5,2,-1.0,1.0,"[6.278584, 6.283649]","[0.720917, 0.724739]",768,16,512,256,2,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_tick2.csv
s02_ctm_tick3,ctm,5.459827709197998,3084.692474838254,40396.970703125,1.4166667461395264,1.5833333730697632,3,-1.0,1.0,"[6.482436, 6.414474, 6.384997]","[0.734124, 0.730436, 0.71153]",768,16,512,256,3,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_tick3.csv
s02_ctm_tick4,ctm,5.490287899971008,2403.362204919829,50989.22314453125,2.25,2.8333334922790527,4,-1.0,1.0,"[6.826687, 6.761409, 6.58556, 6.513683]","[0.817889, 0.747191, 0.74838, 0.727238]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_tick4.csv
s02_ctm_tick6,ctm,5.588409662246704,1704.2089177022074,60799.77099609375,2.9000000953674316,4.0,6,-1.0,1.0,"[6.721272, 6.648281, 6.556297, 6.501935, 6.477249, 6.482717]","[0.749937, 0.740159, 0.738122, 0.732987, 0.728298, 0.72462]",768,16,512,256,6,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_tick6.csv
s02_ctm_tick8,ctm,5.559654021263123,1159.0710564746169,63195.27197265625,4.875,7.0,8,-1.0,1.0,"[6.824201, 6.633929, 6.57372, 6.490693, 6.403342, 6.370049, 6.370868, 6.410141]","[0.859634, 0.794974, 0.746868, 0.730893, 0.729741, 0.728418, 0.725583, 0.722641]",768,16,512,256,8,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_tick8.csv
s02_ctm_tick8_loss_last,ctm,5.578875470161438,1139.2646135049215,63195.27197265625,6.5,7.0,8,-1.0,1.0,"[7.664593, 7.124223, 6.804626, 6.608625, 6.487961, 6.437379, 6.420824, 6.421747]","[0.968375, 0.918984, 0.87617, 0.839747, 0.802528, 0.770297, 0.746176, 0.732486]",768,16,512,256,8,10,4,1,3,last,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_tick8_loss_last.csv
s02_ctm_tick8_loss_mean,ctm,5.572758722305298,1101.5842567063976,63195.27197265625,4.125,0.875,8,-1.0,1.0,"[6.424058, 6.421107, 6.421283, 6.419922, 6.418696, 6.419779, 6.420284, 6.419884]","[0.720456, 0.720559, 0.721751, 0.721332, 0.723378, 0.721424, 0.721943, 0.724424]",768,16,512,256,8,10,4,1,3,mean,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_tick8_loss_mean.csv
s02_ctm_tick8_loss_min_conf,ctm,5.552908277511596,1124.012246225556,63195.27197265625,5.125,7.0,8,-1.0,1.0,"[6.869081, 6.643108, 6.580079, 6.518145, 6.426109, 6.383113, 6.379552, 6.414499]","[0.876264, 0.81065, 0.753911, 0.729628, 0.728599, 0.727993, 0.72512, 0.721536]",768,16,512,256,8,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s02_ctm_tick8_loss_min_conf.csv
s03_elf_linear_h4,ctm,5.51050763130188,2387.5062813058566,50990.85400390625,2.25,2.8333334922790527,4,-1.0,1.0,"[6.848327, 6.784593, 6.605417, 6.565118]","[0.821847, 0.745682, 0.746827, 0.732976]",768,16,512,256,4,10,4,1,3,min_conf,linear,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s03_elf_linear_h4.csv
s03_elf_linear_h4_improve,ctm,5.505856323242187,2408.5471029066384,50990.85400390625,2.25,2.8333334922790527,4,-1.0,1.0,"[6.809467, 6.759676, 6.609093, 6.569387]","[0.820536, 0.742871, 0.739775, 0.726221]",768,16,512,256,4,10,4,1,3,min_conf,linear,4,0.1,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s03_elf_linear_h4_improve.csv
s03_elf_linear_h8,ctm,5.570599675178528,1121.47093674326,63191.169921875,5.25,7.0,8,-1.0,1.0,"[7.042, 6.772569, 6.659947, 6.56762, 6.4444, 6.391563, 6.383551, 6.424253]","[0.897242, 0.824365, 0.769037, 0.739902, 0.731587, 0.731638, 0.728661, 0.723433]",768,16,512,256,8,10,4,1,3,min_conf,linear,8,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s03_elf_linear_h8.csv
s03_elf_linear_h8_improve_w0p03,ctm,5.561881351470947,1129.5982210317588,63216.591796875,5.25,7.0,8,-1.0,1.0,"[6.998616, 6.773511, 6.655912, 6.53957, 6.428162, 6.394158, 6.39017, 6.424386]","[0.885124, 0.807551, 0.76006, 0.743019, 0.73701, 0.734292, 0.730706, 0.725281]",768,16,512,256,8,10,4,1,3,min_conf,linear,8,0.03,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s03_elf_linear_h8_improve_w0p03.csv
s03_elf_linear_h8_improve_w0p1,ctm,5.558476996421814,1143.1069771515085,63191.169921875,5.25,7.0,8,-1.0,1.0,"[6.97946, 6.729179, 6.635588, 6.550168, 6.432041, 6.389935, 6.388129, 6.426651]","[0.884691, 0.811568, 0.758548, 0.733486, 0.730887, 0.729237, 0.726516, 0.721937]",768,16,512,256,8,10,4,1,3,min_conf,linear,8,0.1,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s03_elf_linear_h8_improve_w0p1.csv
s03_elf_linear_h8_improve_w0p3,ctm,5.542227125167846,1101.8949750596375,63191.169921875,5.75,6.25,8,-1.0,1.0,"[7.096676, 6.801603, 6.684018, 6.594722, 6.491889, 6.431613, 6.418244, 6.444233]","[0.900474, 0.829259, 0.771617, 0.740546, 0.734125, 0.733467, 0.731092, 0.729234]",768,16,512,256,8,10,4,1,3,min_conf,linear,8,0.3,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s03_elf_linear_h8_improve_w0p3.csv
s03_elf_linear_t12_h4,ctm,5.782809376716614,575.2081317731169,47514.25244140625,2.75,11.0,12,-1.0,1.0,"[6.938869, 6.68285, 6.61109, 6.603215, 6.66546, 6.734349, 6.803053, 6.813463, 6.806068, 6.802024, 6.802133, 6.803329]","[0.893383, 0.824086, 0.77137, 0.75079, 0.744111, 0.737838, 0.734796, 0.728501, 0.72304, 0.722142, 0.720374, 0.718146]",768,16,512,256,12,10,4,1,3,min_conf,linear,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s03_elf_linear_t12_h4.csv
s03_elf_linear_t12_h8,ctm,5.78226945400238,573.7372677540212,47513.86181640625,2.75,11.0,12,-1.0,1.0,"[7.164994, 6.755457, 6.635375, 6.624749, 6.663857, 6.726929, 6.804577, 6.835854, 6.843369, 6.824345, 6.820816, 6.827793]","[0.922268, 0.845968, 0.779746, 0.746655, 0.7458, 0.743506, 0.743402, 0.741061, 0.738563, 0.734816, 0.7286, 0.720598]",768,16,512,256,12,10,4,1,3,min_conf,linear,8,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s03_elf_linear_t12_h8.csv
s03_elf_linear_t16_h4,ctm,5.77961847782135,478.06557583341964,61800.60595703125,1.75,15.0,16,-1.0,1.0,"[6.807781, 6.663673, 6.637416, 6.65206, 6.705896, 6.753316, 6.806149, 6.824471, 6.814718, 6.810976, 6.812895, 6.817984, 6.823115, 6.82866, 6.838697, 6.850219]","[0.856473, 0.802623, 0.746257, 0.733329, 0.73759, 0.737275, 0.73566, 0.733126, 0.731331, 0.730552, 0.729641, 0.728109, 0.726039, 0.72381, 0.721144, 0.718233]",768,16,512,256,16,10,4,1,3,min_conf,linear,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s03_elf_linear_t16_h4.csv
s03_elf_linear_t16_h8,ctm,5.773243832588196,423.48262838771734,61800.02001953125,2.0,15.0,16,-1.0,1.0,"[6.946931, 6.722424, 6.667799, 6.667454, 6.702545, 6.754456, 6.812345, 6.833563, 6.819277, 6.813884, 6.815022, 6.81839, 6.824033, 6.83041, 6.84128, 6.850323]","[0.885296, 0.825377, 0.753297, 0.736332, 0.743944, 0.745291, 0.744782, 0.742705, 0.738672, 0.737096, 0.73541, 0.733319, 0.730859, 0.728331, 0.725646, 0.722845]",768,16,512,256,16,10,4,1,3,min_conf,linear,8,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s03_elf_linear_t16_h8.csv
s03_elf_linear_t8_h4,ctm,5.569267821311951,1137.7542594721629,63195.27197265625,5.0,7.0,8,-1.0,1.0,"[6.885055, 6.638556, 6.556352, 6.510456, 6.435789, 6.395049, 6.396627, 6.430557]","[0.879549, 0.825358, 0.771813, 0.740198, 0.732067, 0.729974, 0.725679, 0.721847]",768,16,512,256,8,10,4,1,3,min_conf,linear,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s03_elf_linear_t8_h4.csv
s03_elf_linear_t8_h8,ctm,5.566355013847351,1128.3959045255733,63191.169921875,5.375,7.0,8,-1.0,1.0,"[6.983756, 6.743454, 6.637919, 6.533525, 6.420459, 6.37749, 6.370586, 6.414411]","[0.884518, 0.806955, 0.755185, 0.737856, 0.735067, 0.732844, 0.729466, 0.7247]",768,16,512,256,8,10,4,1,3,min_conf,linear,8,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s03_elf_linear_t8_h8.csv
s03_elf_next,ctm,5.500376462936401,2374.593464994263,50992.04541015625,2.25,3.0,4,-1.0,1.0,"[6.752103, 6.70928, 6.569452, 6.522339]","[0.804485, 0.748438, 0.738559, 0.719759]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s03_elf_next.csv
s03_elf_pow2_h4,ctm,5.512487077713013,2407.7472579762716,50989.70166015625,2.25,2.8333334922790527,4,-1.0,1.0,"[6.769259, 6.738809, 6.603958, 6.566125]","[0.79918, 0.73954, 0.739183, 0.72628]",768,16,512,256,4,10,4,1,3,min_conf,pow2,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s03_elf_pow2_h4.csv
s04_cells_d1024_mh1_m6_sd1_topk256,ctm,5.497837471961975,1649.703263431697,57014.84765625,2.0,2.75,4,-1.0,0.25,"[6.688943, 6.615874, 6.555486, 6.537598]","[0.765913, 0.758963, 0.742405, 0.726621]",768,16,1024,256,4,6,1,1,1,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,topk,256,1,1,1,1000,runs/metrics/s04_cells_d1024_mh1_m6_sd1_topk256.csv
s04_cells_d1024_mh2_m8_sd2_dense,ctm,5.43600103855133,1503.6948509629506,68727.6494140625,2.75,2.5833334922790527,4,-1.0,1.0,"[6.623297, 6.540382, 6.464942, 6.380806]","[0.768574, 0.753379, 0.744003, 0.725003]",768,16,1024,256,4,8,2,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,1024,1,1,1,1000,runs/metrics/s04_cells_d1024_mh2_m8_sd2_dense.csv
s04_cells_d1024_mh2_m8_sd2_topk256,ctm,5.447080397605896,1451.1565499507428,70263.1494140625,2.1666667461395264,2.75,4,-1.0,0.25,"[6.717711, 6.599884, 6.505881, 6.463993]","[0.773441, 0.762749, 0.746985, 0.721226]",768,16,1024,256,4,8,2,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,topk,256,1,1,1,1000,runs/metrics/s04_cells_d1024_mh2_m8_sd2_topk256.csv
s04_cells_d1024_mh2_m8_sd2_topk512,ctm,5.4419982671737674,1444.5626273344453,70264.3994140625,2.25,3.0,4,-1.0,0.5,"[6.705532, 6.612586, 6.566181, 6.480391]","[0.795614, 0.755558, 0.74637, 0.720175]",768,16,1024,256,4,8,2,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,topk,512,1,1,1,1000,runs/metrics/s04_cells_d1024_mh2_m8_sd2_topk512.csv
s04_cells_d1536_mh1_m6_sd1_dense,ctm,5.541059613227844,1192.3625820468064,65845.84033203125,1.8000000715255737,2.5,4,-1.0,1.0,"[6.61154, 6.496684, 6.434882, 6.415683]","[0.767618, 0.747827, 0.73359, 0.724413]",768,16,1536,256,4,6,1,1,1,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,1536,1,1,1,1000,runs/metrics/s04_cells_d1536_mh1_m6_sd1_dense.csv
s04_cells_d1536_mh1_m6_sd1_topk384,ctm,5.567293548583985,1156.8955339709064,67751.07861328125,1.3000000715255737,2.4000000953674316,4,-1.0,0.25,"[6.648309, 6.544048, 6.517087, 6.505096]","[0.744985, 0.732624, 0.722239, 0.719226]",768,16,1536,256,4,6,1,1,1,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,topk,384,1,1,1,1000,runs/metrics/s04_cells_d1536_mh1_m6_sd1_topk384.csv
s04_cells_d1536_mh1_m6_sd1_topk512,ctm,5.549988746643066,1156.4973760634023,67771.56103515625,1.399999976158142,3.0,4,-1.0,0.3333333333333333,"[6.712471, 6.560559, 6.523769, 6.517642]","[0.741521, 0.736132, 0.724702, 0.719242]",768,16,1536,256,4,6,1,1,1,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,topk,512,1,1,1,1000,runs/metrics/s04_cells_d1536_mh1_m6_sd1_topk512.csv
s04_cells_d2048_mh1_m4_sd1_topk512,ctm,5.524631047248841,816.3389370833373,70022.8125,1.875,3.0,4,-1.0,0.25,"[6.634916, 6.464273, 6.395458, 6.442387]","[0.750586, 0.740705, 0.731082, 0.724475]",768,16,2048,256,4,4,1,1,1,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,topk,512,1,1,1,1000,runs/metrics/s04_cells_d2048_mh1_m4_sd1_topk512.csv
s04_cells_d2048_mh1_m6_sd1_topk256,ctm,5.551911783218384,784.1216846978446,72067.92578125,2.875,2.0,4,-1.0,0.125,"[6.570343, 6.542529, 6.449311, 6.413639]","[0.736578, 0.769303, 0.723671, 0.743216]",768,16,2048,256,4,6,1,1,1,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,topk,256,1,1,1,1000,runs/metrics/s04_cells_d2048_mh1_m6_sd1_topk256.csv
s04_cells_d2048_mh1_m6_sd1_topk512,ctm,5.530775427818298,783.7114865218318,72061.30078125,2.875,2.0,4,-1.0,0.25,"[6.634151, 6.502338, 6.452247, 6.397894]","[0.749474, 0.742554, 0.725716, 0.733552]",768,16,2048,256,4,6,1,1,1,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,topk,512,1,1,1,1000,runs/metrics/s04_cells_d2048_mh1_m6_sd1_topk512.csv
s04_cells_d256_mh4_m10_sd3_dense,ctm,5.512679529190064,3773.427463207021,32173.14306640625,2.3333334922790527,3.0,4,-1.0,1.0,"[6.794425, 6.716199, 6.597599, 6.553528]","[0.763755, 0.74218, 0.738204, 0.719946]",768,16,256,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,256,1,1,1,1000,runs/metrics/s04_cells_d256_mh4_m10_sd3_dense.csv
s04_cells_d512_mh4_m10_sd3_dense,ctm,5.50098488330841,2390.3173903285046,50989.22314453125,2.4166667461395264,2.1666667461395264,4,-1.0,1.0,"[6.871044, 6.773027, 6.603165, 6.524065]","[0.821362, 0.746575, 0.750241, 0.737446]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s04_cells_d512_mh4_m10_sd3_dense.csv
s04_cells_d768_mh3_m10_sd2_dense,ctm,5.468147730827331,1792.2161103936933,61074.58642578125,2.1666667461395264,2.8333334922790527,4,-1.0,1.0,"[6.767646, 6.660666, 6.538364, 6.49823]","[0.751005, 0.753449, 0.736267, 0.720111]",768,16,768,256,4,10,3,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,768,1,1,1,1000,runs/metrics/s04_cells_d768_mh3_m10_sd2_dense.csv
s04_cells_d768_mh3_m10_sd2_topk384,ctm,5.484123039245605,1720.638539985716,62227.96142578125,2.4166667461395264,3.0,4,-1.0,0.5,"[6.717599, 6.634689, 6.539194, 6.487121]","[0.791486, 0.751191, 0.742947, 0.713834]",768,16,768,256,4,10,3,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,topk,384,1,1,1,1000,runs/metrics/s04_cells_d768_mh3_m10_sd2_topk384.csv
s04_cells_topk512_rescale0,ctm,5.534852480888366,1151.837759682225,67761.07568359375,1.600000023841858,2.200000047683716,4,-1.0,0.3333333333333333,"[6.623851, 6.525012, 6.44402, 6.431288]","[0.755112, 0.744621, 0.736367, 0.733125]",768,16,1536,256,4,6,1,1,1,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,topk,512,0,1,1,1000,runs/metrics/s04_cells_topk512_rescale0.csv
s04_cells_topk512_rescale1,ctm,5.547430920600891,1153.2884421566157,67762.34033203125,1.399999976158142,2.299999952316284,4,-1.0,0.3333333333333333,"[6.672951, 6.526588, 6.51649, 6.489643]","[0.738393, 0.734682, 0.724968, 0.7212]",768,16,1536,256,4,6,1,1,1,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,topk,512,1,1,1,1000,runs/metrics/s04_cells_topk512_rescale1.csv
s05_deep_nlms0,ctm,5.435989880561829,2795.085951795318,37152.20751953125,2.1666667461395264,2.6666667461395264,4,-1.0,1.0,"[6.722325, 6.604507, 6.513379, 6.483848]","[0.749738, 0.750411, 0.737982, 0.721156]",768,16,512,256,4,10,4,0,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s05_deep_nlms0.csv
s05_dinput128_heads4,ctm,5.448740887641907,2413.98554962046,50480.89501953125,2.0833334922790527,2.1666667461395264,4,-1.0,1.0,"[6.72859, 6.583897, 6.484455, 6.472363]","[0.744997, 0.744425, 0.728127, 0.719608]",768,16,512,128,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s05_dinput128_heads4.csv
s05_dinput384_heads8,ctm,5.4435640335083,2366.339899866157,51670.48681640625,2.3333334922790527,2.8333334922790527,4,-1.0,1.0,"[6.680847, 6.554847, 6.476858, 6.460546]","[0.74686, 0.742482, 0.728636, 0.703592]",768,16,512,384,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s05_dinput384_heads8.csv
s05_memlen14,ctm,5.455334401130676,2280.132026909619,52525.5595703125,2.5833334922790527,2.5,4,-1.0,1.0,"[6.787807, 6.549306, 6.463222, 6.493501]","[0.80066, 0.72339, 0.724088, 0.710159]",768,16,512,256,4,14,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s05_memlen14.csv
s05_no_cross_state,ctm,5.534960174560547,2390.272016218428,51000.68017578125,2.4166667461395264,3.0,4,-1.0,1.0,"[6.945239, 6.690235, 6.678712, 6.577499]","[0.883035, 0.813296, 0.743863, 0.720455]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,0,1000,runs/metrics/s05_no_cross_state.csv
s05_no_selfcond,ctm,5.455143117904663,2448.710468963189,50154.25244140625,2.3333334922790527,2.0,4,-1.0,1.0,"[6.688824, 6.575574, 6.490639, 6.459372]","[0.755007, 0.752031, 0.741577, 0.734061]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,0,1,1000,runs/metrics/s05_no_selfcond.csv
s05_no_selfcond_no_cross,ctm,5.5504672765731815,2414.299889307445,50151.52197265625,2.6666667461395264,3.0,4,-1.0,1.0,"[6.799877, 6.688865, 6.632537, 6.572811]","[0.846416, 0.776782, 0.732588, 0.717454]",768,16,512,256,4,10,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,0,0,1000,runs/metrics/s05_no_selfcond_no_cross.csv
s05_shallow_synapse,ctm,5.517887139320374,2618.9671911820224,45942.302734375,2.0,2.8333334922790527,4,-1.0,1.0,"[6.836782, 6.662611, 6.581801, 6.565444]","[0.73754, 0.750179, 0.732967, 0.720535]",768,16,512,256,4,10,4,1,1,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s05_shallow_synapse.csv
s05_short_memory,ctm,5.523286294937134,2503.929204202314,49449.0751953125,2.25,2.5,4,-1.0,1.0,"[6.763683, 6.66531, 6.599672, 6.545555]","[0.777212, 0.753975, 0.747385, 0.726752]",768,16,512,256,4,6,4,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s05_short_memory.csv
s05_synapse2_mh2,ctm,5.361224865913391,2629.287767817357,41607.2392578125,2.4166667461395264,2.5,4,-1.0,1.0,"[6.488832, 6.292209, 6.213485, 6.18551]","[0.795919, 0.720673, 0.700748, 0.691334]",768,16,512,256,4,10,2,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s05_synapse2_mh2.csv
s05_tiny_nlm,,,2913.4808260032464,40605.22119140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,runs/metrics/batch_profile_quick.csv
s05_tiny_nlm,,,2825.779,40605.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,runs/metrics/batch_profile.csv
s05_tiny_nlm,ctm,5.463147902488709,2703.4242849977536,40603.97119140625,2.3333334922790527,2.5,4,-1.0,1.0,"[6.730353, 6.63125, 6.551479, 6.482978]","[0.769362, 0.754659, 0.74587, 0.728138]",768,16,512,256,4,10,1,1,3,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,none,512,1,1,1,1000,runs/metrics/s05_tiny_nlm.csv
