experiment_name,model_type,loss,tokens_per_sec,peak_memory_mb,best_tick,conf_tick,tick_count,effective_tick,active_cell_fraction,moe_aux_loss,loss_per_gb,tokens_per_gb,quality_cost_score,losses_per_tick,certainties_per_tick,hidden_size,num_hidden_layers,d_model,d_input,iterations,memory_length,memory_hidden_dims,deep_nlms,synapse_depth,tick_loss_mode,elf_horizon_mode,elf_max_horizon,tick_improve_weight,tick_improve_margin,tick_halt_mode,tick_halt_threshold,tick_halt_temperature,tick_compute_weight,cell_sparsity_mode,cell_topk,cell_sparsity_rescale,moe_routing_mode,moe_num_experts,moe_topk_experts,moe_shared_experts,moe_expert_size,moe_load_balance_weight,moe_router_entropy_weight,moe_router_z_loss_weight,moe_capacity_factor,moe_drop_tokens,moe_dispatch_mode,moe_topk_warmup_steps,moe_aux_loss_free_bias,moe_expert_dropout,moe_activation_passes,moe_region_diversity_weight,moe_mtp_mode,moe_mtp_horizons,self_cond,cross_layer_state,global_step,metrics_file
dr09_synapse_skip_g16_a0p25_d512,ctm,5.586340713500976,414.6220248471894,34892.21484375,5.833333492279053,6.833333492279053,8,-1.0,0.125,4.884124791715294e-05,0.1639452501436623,12.168128487824347,0.4590961312654425,"[7.265056, 7.115387, 6.899632, 6.613126, 6.534206, 6.509819, 6.300305, 6.190212]","[0.917969, 0.914062, 0.890625, 0.828125, 0.777344, 0.746094, 0.730469, 0.71875]",768,16,512,256,8,8,2,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,topk,64,1,regional_shared_topk,16,1,1,32,0.01,0.0,0.0,1.0,0,dense_mask,0,0,0.0,4,0.001,none,,1,1,1000,runs/metrics/dr09_synapse_skip_g16_a0p25_d512.csv
dr09_synapse_skip_g32_a0p25_d512,ctm,5.596458625793457,268.8422402481433,34906.76171875,5.833333492279053,6.6666669845581055,8,-1.0,0.125,4.235079177306034e-05,0.16417374029096038,7.886565251517606,0.7096192635591946,"[7.12848, 7.009665, 6.81521, 6.506459, 6.421636, 6.380673, 6.281343, 6.192014]","[0.878906, 0.882812, 0.867188, 0.78125, 0.753906, 0.742188, 0.738281, 0.726562]",768,16,512,256,8,8,2,1,2,min_conf,none,4,0.0,0.0,none,0.65,0.25,0.0,topk,64,1,regional_shared_topk,16,1,1,32,0.01,0.0,0.0,1.0,0,dense_mask,0,0,0.0,4,0.001,none,,1,1,1000,runs/metrics/dr09_synapse_skip_g32_a0p25_d512.csv
