env,backbone,seed,success_rate,expert_success,n_episodes,n_steps,elapsed_s
reacher-partial,cem-wm,3,79.16666666666666,0,200,2374,14.8
reacher-partial,mlp,4,50.0,100.0,200,2447,34.1
reacher-partial,ctm,4,50.0,100.0,200,2447,47.1
reacher-partial,lstm,4,45.833333333333336,100.0,200,2447,40.5
reacher-partial,gru,4,50.0,100.0,200,2447,39.5
reacher-partial,transformer,4,54.166666666666664,100.0,200,2447,61.1
reacher-partial,flash,4,45.833333333333336,100.0,200,2447,64.6
reacher-partial,flash-shallow,4,50.0,100.0,200,2447,50.5
reacher-partial,flash-deep,4,50.0,100.0,200,2447,58.2
reacher-partial,cem-wm,4,66.66666666666666,0,200,2447,15.5
mountaincar,mlp,0,100.0,100.0,200,24247,1306.9
mountaincar,ctm,0,0.0,100.0,200,24247,1528.8
mountaincar,lstm,0,100.0,100.0,200,24247,1325.9
mountaincar,gru,0,100.0,100.0,200,24247,1413.4
mountaincar,transformer,0,100.0,100.0,200,24247,1988.2
mountaincar,flash,0,100.0,100.0,200,24247,2156.9
mountaincar,flash-shallow,0,100.0,100.0,200,24247,1706.8
mountaincar,flash-deep,0,100.0,100.0,200,24247,1894.9
mountaincar,cem-wm,0,0.0,0,200,24247,208.6
mountaincar,mlp,1,100.0,100.0,200,24264,1267.5
mountaincar,ctm,1,100.0,100.0,200,24264,1527.4
mountaincar,lstm,1,100.0,100.0,200,24264,1389.5
mountaincar,gru,1,100.0,100.0,200,24264,1368.7
mountaincar,transformer,1,100.0,100.0,200,24264,2045.6
mountaincar,flash,1,100.0,100.0,200,24264,2119.0
mountaincar,flash-shallow,1,100.0,100.0,200,24264,1773.1
mountaincar,flash-deep,1,0.0,100.0,200,24264,1862.9
mountaincar,cem-wm,1,0.0,0,200,24264,206.6
mountaincar,mlp,2,100.0,100.0,200,24181,1329.0
mountaincar,ctm,2,100.0,100.0,200,24181,1511.8
mountaincar,lstm,2,100.0,100.0,200,24181,1374.2
mountaincar,gru,2,100.0,100.0,200,24181,1387.5
mountaincar,transformer,2,100.0,100.0,200,24181,1974.8
mountaincar,flash,2,100.0,100.0,200,24181,2150.9
mountaincar,flash-shallow,2,95.83333333333333,100.0,200,24181,1146.6
mountaincar,flash-deep,2,0.0,100.0,200,24181,1077.4
mountaincar,cem-wm,2,0.0,0,200,24181,183.5
mountaincar,mlp,3,100.0,100.0,200,24213,675.2
mountaincar,ctm,3,100.0,100.0,200,24213,947.8
mountaincar,lstm,3,100.0,100.0,200,24213,764.6
mountaincar,gru,3,100.0,100.0,200,24213,771.6
mountaincar,transformer,3,100.0,100.0,200,24213,1281.9
mountaincar,flash,3,100.0,100.0,200,24213,1272.0
mountaincar,flash-shallow,3,100.0,100.0,200,24213,984.6
mountaincar,flash-deep,3,87.5,100.0,200,24213,1077.3
mountaincar,cem-wm,3,0.0,0,200,24213,181.8
mountaincar,mlp,4,100.0,100.0,200,24179,677.8
mountaincar,ctm,4,100.0,100.0,200,24179,934.0
mountaincar,lstm,4,100.0,100.0,200,24179,758.0
mountaincar,gru,4,100.0,100.0,200,24179,772.8
mountaincar,transformer,4,100.0,100.0,200,24179,1270.0
mountaincar,flash,4,100.0,100.0,200,24179,1258.8
mountaincar,flash-shallow,4,100.0,100.0,200,24179,985.0
mountaincar,flash-deep,4,100.0,100.0,200,24179,1066.8
mountaincar,cem-wm,4,0.0,0,200,24179,183.6
mountaincar-partial,mlp,0,0.0,100.0,200,24247,691.1
mountaincar-partial,ctm,0,87.5,100.0,200,24247,932.6
mountaincar-partial,lstm,0,100.0,100.0,200,24247,783.5
mountaincar-partial,gru,0,100.0,100.0,200,24247,793.1
mountaincar-partial,transformer,0,95.83333333333333,100.0,200,24247,1265.1
mountaincar-partial,flash,0,100.0,100.0,200,24247,1266.1
mountaincar-partial,flash-shallow,0,95.83333333333333,100.0,200,24247,996.6
mountaincar-partial,flash-deep,0,100.0,100.0,200,24247,1083.6
mountaincar-partial,cem-wm,0,0.0,0,200,24247,183.3
mountaincar-partial,mlp,1,0.0,100.0,200,24264,688.0
mountaincar-partial,ctm,1,0.0,100.0,200,24264,941.1
mountaincar-partial,lstm,1,100.0,100.0,200,24264,796.4
mountaincar-partial,gru,1,100.0,100.0,200,24264,794.6
mountaincar-partial,transformer,1,100.0,100.0,200,24264,1271.7
mountaincar-partial,flash,1,100.0,100.0,200,24264,1263.9
mountaincar-partial,flash-shallow,1,87.5,100.0,200,24264,965.2
mountaincar-partial,flash-deep,1,100.0,100.0,200,24264,1124.4
mountaincar-partial,cem-wm,1,0.0,0,200,24264,183.2
mountaincar-partial,mlp,2,0.0,100.0,200,24181,686.1
mountaincar-partial,ctm,2,95.83333333333333,100.0,200,24181,922.0
mountaincar-partial,lstm,2,100.0,100.0,200,24181,793.2
mountaincar-partial,gru,2,100.0,100.0,200,24181,781.7
mountaincar-partial,transformer,2,95.83333333333333,100.0,200,24181,1250.6
mountaincar-partial,flash,2,100.0,100.0,200,24181,1253.3
mountaincar-partial,flash-shallow,2,100.0,100.0,200,24181,951.5
mountaincar-partial,flash-deep,2,0.0,100.0,200,24181,1118.6
mountaincar-partial,cem-wm,2,0.0,0,200,24181,180.4
mountaincar-partial,mlp,3,0.0,100.0,200,24213,677.2
mountaincar-partial,ctm,3,100.0,100.0,200,24213,936.2
mountaincar-partial,lstm,3,100.0,100.0,200,24213,801.4
mountaincar-partial,gru,3,100.0,100.0,200,24213,787.5
mountaincar-partial,transformer,3,100.0,100.0,200,24213,1261.6
mountaincar-partial,flash,3,100.0,100.0,200,24213,1272.6
mountaincar-partial,flash-shallow,3,87.5,100.0,200,24213,959.7
mountaincar-partial,flash-deep,3,100.0,100.0,200,24213,1122.7
mountaincar-partial,cem-wm,3,0.0,0,200,24213,180.6
mountaincar-partial,mlp,4,0.0,100.0,200,24179,669.0
mountaincar-partial,ctm,4,0.0,100.0,200,24179,941.2
mountaincar-partial,lstm,4,100.0,100.0,200,24179,792.3
mountaincar-partial,gru,4,95.83333333333333,100.0,200,24179,772.2
mountaincar-partial,transformer,4,100.0,100.0,200,24179,1244.9
mountaincar-partial,flash,4,100.0,100.0,200,24179,1276.4
mountaincar-partial,flash-shallow,4,100.0,100.0,200,24179,612.3
mountaincar-partial,flash-deep,4,100.0,100.0,200,24179,625.4
mountaincar-partial,cem-wm,4,0.0,0,200,24179,162.6
pendulum,mlp,3,58.333333333333336,75.0,200,10045,126.5
pendulum,ctm,3,62.5,75.0,200,10045,175.2
pendulum,lstm,3,45.833333333333336,75.0,200,10045,143.3
pendulum,gru,3,50.0,75.0,200,10045,137.0
pendulum,transformer,3,62.5,75.0,200,10045,220.4
pendulum,flash,3,58.333333333333336,75.0,200,10045,213.6
pendulum,flash-shallow,3,50.0,75.0,200,10045,178.1
pendulum,flash-deep,3,66.66666666666667,75.0,200,10045,195.7
pendulum,cem-wm,3,66.66666666666666,0,200,10045,71.2
pendulum,mlp,4,45.833333333333336,75.0,200,9802,123.9
pendulum,ctm,4,45.833333333333336,75.0,200,9802,165.7
pendulum,lstm,4,62.5,75.0,200,9802,136.7
pendulum,gru,4,54.166666666666664,75.0,200,9802,130.3
pendulum,transformer,4,45.833333333333336,75.0,200,9802,212.9
pendulum,flash,4,66.66666666666667,75.0,200,9802,155.7
pendulum,flash-shallow,4,58.333333333333336,75.0,200,9802,92.2
pendulum,flash-deep,4,58.333333333333336,75.0,200,9802,112.3
pendulum,cem-wm,4,62.5,0,200,9802,62.8
pendulum-partial,mlp,3,4.166666666666667,75.0,200,10045,120.6
pendulum-partial,ctm,3,50.0,75.0,200,10045,173.5
pendulum-partial,lstm,3,50.0,75.0,200,10045,141.4
pendulum-partial,gru,3,50.0,75.0,200,10045,138.6
pendulum-partial,transformer,3,50.0,75.0,200,10045,217.3
pendulum-partial,flash,3,54.166666666666664,75.0,200,10045,220.3
pendulum-partial,flash-shallow,3,45.833333333333336,75.0,200,10045,163.4
pendulum-partial,flash-deep,3,50.0,75.0,200,10045,198.6
pendulum-partial,cem-wm,3,20.833333333333336,0,200,10045,71.9
pendulum-partial,mlp,4,4.166666666666667,75.0,200,9802,117.6
pendulum-partial,ctm,4,50.0,75.0,200,9802,162.7
pendulum-partial,lstm,4,66.66666666666667,75.0,200,9802,136.5
pendulum-partial,gru,4,58.333333333333336,75.0,200,9802,132.1
pendulum-partial,transformer,4,50.0,75.0,200,9802,210.5
pendulum-partial,flash,4,45.833333333333336,75.0,200,9802,216.7
pendulum-partial,flash-shallow,4,50.0,75.0,200,9802,114.1
pendulum-partial,flash-deep,4,50.0,75.0,200,9802,109.4
pendulum-partial,cem-wm,4,12.5,0,200,9802,62.5
cartpole,mlp,3,41.666666666666664,50.0,200,14790,334.6
cartpole,ctm,3,41.666666666666664,50.0,200,14790,396.3
cartpole,lstm,3,41.666666666666664,50.0,200,14790,366.9
cartpole,gru,3,41.666666666666664,50.0,200,14790,358.5
cartpole,transformer,3,41.666666666666664,50.0,200,14790,518.0
cartpole,flash,3,41.666666666666664,50.0,200,14790,565.2
cartpole,flash-shallow,3,41.666666666666664,50.0,200,14790,446.1
cartpole,flash-deep,3,41.666666666666664,50.0,200,14790,480.9
cartpole,cem-wm,3,87.5,0,200,14790,121.3
cartpole,mlp,4,41.666666666666664,50.0,200,14870,344.2
cartpole,ctm,4,41.666666666666664,50.0,200,14870,419.3
cartpole,lstm,4,41.666666666666664,50.0,200,14870,386.6
cartpole,gru,4,41.666666666666664,50.0,200,14870,370.7
cartpole,transformer,4,41.666666666666664,50.0,200,14870,543.4
cartpole,flash,4,41.666666666666664,50.0,200,14870,590.4
cartpole,flash-shallow,4,41.666666666666664,50.0,200,14870,468.0
cartpole,flash-deep,4,41.666666666666664,50.0,200,14870,503.4
cartpole,cem-wm,4,54.166666666666664,0,200,14870,121.7
cartpole-partial,mlp,3,45.833333333333336,50.0,200,14790,337.3
cartpole-partial,ctm,3,45.833333333333336,50.0,200,14790,397.5
cartpole-partial,lstm,3,41.666666666666664,50.0,200,14790,358.0
cartpole-partial,gru,3,41.666666666666664,50.0,200,14790,365.2
cartpole-partial,transformer,3,45.833333333333336,50.0,200,14790,531.9
cartpole-partial,flash,3,41.666666666666664,50.0,200,14790,559.5
cartpole-partial,flash-shallow,3,41.666666666666664,50.0,200,14790,483.5
cartpole-partial,flash-deep,3,41.666666666666664,50.0,200,14790,530.3
cartpole-partial,cem-wm,3,45.83333333333333,0,200,14790,127.6
cartpole-partial,mlp,4,41.666666666666664,50.0,200,14870,392.8
cartpole-partial,ctm,4,45.833333333333336,50.0,200,14870,443.0
cartpole-partial,lstm,4,41.666666666666664,50.0,200,14870,392.2
cartpole-partial,gru,4,41.666666666666664,50.0,200,14870,397.2
cartpole-partial,transformer,4,45.833333333333336,50.0,200,14870,550.3
cartpole-partial,flash,4,41.666666666666664,50.0,200,14870,589.2
cartpole-partial,flash-shallow,4,41.666666666666664,50.0,200,14870,484.0
cartpole-partial,flash-deep,4,45.833333333333336,50.0,200,14870,449.1
cartpole-partial,cem-wm,4,33.33333333333333,0,200,14870,116.7
