env,backbone,seed,success_rate,expert_success,n_episodes,n_steps,elapsed_s
acrobot,flash-deep,2,100.0,100.0,200,20088,168.0
acrobot,mlp,3,91.66666666666667,95.0,200,20453,86.5
acrobot,ctm,3,95.83333333333333,95.0,200,20453,155.1
acrobot,lstm,3,100.0,95.0,200,20453,103.0
acrobot,gru,3,95.83333333333333,95.0,200,20453,100.5
acrobot,transformer,3,95.83333333333333,95.0,200,20453,239.2
acrobot,flash,3,100.0,95.0,200,20453,196.4
acrobot,flash-shallow,3,100.0,95.0,200,20453,133.8
acrobot,flash-deep,3,87.5,95.0,200,20453,169.2
acrobot,mlp,4,95.83333333333333,100.0,200,20763,87.0
acrobot,ctm,4,91.66666666666667,100.0,200,20763,155.7
acrobot,lstm,4,87.5,100.0,200,20763,103.3
acrobot,gru,4,91.66666666666667,100.0,200,20763,100.8
acrobot,transformer,4,95.83333333333333,100.0,200,20763,240.0
acrobot,flash,4,100.0,100.0,200,20763,197.4
acrobot,flash-shallow,4,95.83333333333333,100.0,200,20763,133.8
acrobot,flash-deep,4,100.0,100.0,200,20763,166.6
acrobot-partial,mlp,0,0.0,100.0,200,20633,94.1
acrobot-partial,ctm,0,91.66666666666667,100.0,200,20633,165.3
acrobot-partial,lstm,0,50.0,100.0,200,20633,107.9
acrobot-partial,gru,0,41.666666666666664,100.0,200,20633,106.3
acrobot-partial,transformer,0,0.0,100.0,200,20633,235.0
acrobot-partial,flash,0,87.5,100.0,200,20633,190.3
acrobot-partial,flash-shallow,0,0.0,100.0,200,20633,137.0
acrobot-partial,flash-deep,0,91.66666666666667,100.0,200,20633,161.5
acrobot-partial,mlp,1,0.0,100.0,200,20641,84.8
acrobot-partial,ctm,1,70.83333333333333,100.0,200,20641,149.3
acrobot-partial,lstm,1,66.66666666666667,100.0,200,20641,101.2
acrobot-partial,gru,1,87.5,100.0,200,20641,98.8
acrobot-partial,transformer,1,0.0,100.0,200,20641,231.2
acrobot-partial,flash,1,100.0,100.0,200,20641,189.4
acrobot-partial,flash-shallow,1,0.0,100.0,200,20641,136.9
acrobot-partial,flash-deep,1,83.33333333333333,100.0,200,20641,163.4
acrobot-partial,mlp,2,0.0,100.0,200,20088,85.6
acrobot-partial,ctm,2,95.83333333333333,100.0,200,20088,150.0
acrobot-partial,lstm,2,75.0,100.0,200,20088,101.9
acrobot-partial,gru,2,79.16666666666667,100.0,200,20088,98.8
acrobot-partial,transformer,2,0.0,100.0,200,20088,232.3
acrobot-partial,flash,2,66.66666666666667,100.0,200,20088,190.0
acrobot-partial,flash-shallow,2,0.0,100.0,200,20088,136.7
acrobot-partial,flash-deep,2,75.0,100.0,200,20088,162.5
acrobot-partial,mlp,3,0.0,95.0,200,20453,85.6
acrobot-partial,ctm,3,91.66666666666667,95.0,200,20453,149.8
acrobot-partial,lstm,3,45.833333333333336,95.0,200,20453,102.4
acrobot-partial,gru,3,66.66666666666667,95.0,200,20453,98.5
acrobot-partial,transformer,3,4.166666666666667,95.0,200,20453,232.5
acrobot-partial,flash,3,87.5,95.0,200,20453,189.8
acrobot-partial,flash-shallow,3,0.0,95.0,200,20453,136.2
acrobot-partial,flash-deep,3,95.83333333333333,95.0,200,20453,161.2
acrobot-partial,mlp,4,0.0,100.0,200,20763,85.3
acrobot-partial,ctm,4,75.0,100.0,200,20763,150.0
acrobot-partial,lstm,4,58.333333333333336,100.0,200,20763,101.8
acrobot-partial,gru,4,70.83333333333333,100.0,200,20763,99.8
acrobot-partial,transformer,4,0.0,100.0,200,20763,232.3
acrobot-partial,flash,4,83.33333333333333,100.0,200,20763,191.1
