stage,exp,task,sweep,seed,status,ckpt,n_points,final_iter,final_test_acc,best_test_acc,final_train_acc,best_train_acc,final_test_acc_mc,best_test_acc_mc,final_test_loss,d_model,heads,memory_hidden_dims,synapse_depth,n_ticks,length,neuron_select_type,batch_size,learning_rate,jepa_weight,jepa_loss_type,jepa_predict_delta,cross_tick_jepa_weight,sparsity,halt_threshold,halt_confidence_weight,halt_mode,loss_type,loss_aggregation,reflex_weight
hr03,parity_detach10,parity,detach10,,ok,checkpoint_200000.pt,201,200000,0.6827699110243056,0.7119869559151785,0.6814229523189483,0.7120975167410715,0.9974452427455357,0.9996861049107143,0.004024523787111754,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr03,parity_detach2,parity,detach2,,ok,checkpoint_130000.pt,131,130000,0.6274031187996031,0.6274031187996031,0.627691165984623,0.627691165984623,0.7656947544642857,0.7656947544642857,0.340250544604801,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr03,parity_detach5,parity,detach5,,ok,checkpoint_60000.pt,61,60000,0.6130498589409723,0.6152144562251984,0.6131751457093254,0.6155412558903769,0.7358369373139881,0.7358369373139881,0.37585966501917156,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr03,sort_detach1,sort,detach1,,ok,checkpoint.pt,101,100000,0.17395833333333333,0.20416666666666666,0.20694444444444443,0.23472222222222222,,,0.7099039753278097,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr03,sort_detach10,sort,detach10,,ok,checkpoint.pt,101,100000,0.5986111111111111,0.7121527777777777,0.6621527777777778,0.7315972222222222,,,0.1194014698266983,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr03,sort_detach2,sort,detach2,,ok,checkpoint.pt,101,100000,0.2704861111111111,0.28958333333333336,0.24513888888888888,0.2989583333333333,,,0.5264139274756113,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr03,sort_detach5,sort,detach5,,ok,checkpoint.pt,101,100000,0.5399305555555556,0.571875,0.5645833333333333,0.6204861111111111,,,0.19512300193309784,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr04,cifar10_atan2,cifar10,atan2,,ok,checkpoint.pt,101,200000,0.6349659999999999,0.682674,0.6402554687500001,0.67745703125,0.8429,0.8432,0.4950454592704773,256,16,64,5,,,random-pairing,512,,,,,0.0,,,,,softmax_ce,,0.1
hr04,cifar10_atan2_b95,cifar10,atan2_b95,,ok,checkpoint.pt,101,200000,0.6296,0.63515,0.63349609375,0.6375500000000001,0.8438,0.8459,0.5288279160857201,256,16,64,5,,,random-pairing,512,,,,,0.0,,,,,softmax_ce,,0.1
hr04,parity_atan2,parity,atan2,,ok,checkpoint_50000.pt,51,50000,0.6323127867683531,0.6325480918278769,0.632137935577877,0.632137935577877,0.7961803617931548,0.7961803617931548,0.2792221023922875,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr04,parity_atan2_b95,parity,atan2_b95,,ok,checkpoint_200000.pt,201,200000,0.7620400080605158,0.7627679346478176,0.7623240249875991,0.7626956612723214,0.9996483212425595,0.9997267950148809,0.0008310883117484904,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr04,sort_atan2,sort,atan2,,ok,checkpoint.pt,101,100000,0.8777777777777778,0.9496527777777778,0.8815972222222223,0.8961805555555555,,,0.04462145082652569,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr04,sort_atan2_b95,sort,atan2_b95,,ok,checkpoint.pt,101,100000,0.8541666666666666,0.9135416666666667,0.8826388888888889,0.8982638888888889,,,0.04132099697987238,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,softmax_ce,,0.1
hr05,cifar10_stablemax,cifar10,stablemax,,ok,checkpoint.pt,101,200000,0.5970799999999999,0.692504,0.59488984375,0.67115234375,0.8415,0.8418,2.7391201317310334,256,16,64,5,,,random-pairing,512,,,,,0.0,,,,,stablemax_ce,,0.1
hr05,parity_stablemax,parity,stablemax,,ok,checkpoint_160000.pt,161,160000,0.7417011176215278,0.7420767454117063,0.7424915132068453,0.7425298394097222,0.7885015578497023,0.7901611328125,0.4978372852007548,1024,8,16,1,,,random,64,,,,,0.0,,,,,stablemax_ce,,0.1
hr05,sort_stablemax,sort,stablemax,,ok,checkpoint.pt,101,100000,0.0006944444444444445,0.003472222222222222,0.0006944444444444445,0.003472222222222222,,,nan,512,4,4,4,,,random-pairing,32,,,,,0.0,,,,,stablemax_ce,,0.1
hr06,cifar10_gated_attn,cifar10,gated_attn,,ok,checkpoint.pt,101,200000,0.703544,0.740492,0.7277281250000002,0.7490476562499999,0.8474,0.8487,0.4865868479013443,256,16,64,5,,,random-pairing,512,,,,,0.0,,,,,softmax_ce,,0.1
hr06,parity_gated_attn,parity,gated_attn,,ok,checkpoint_120000.pt,121,120000,0.7693306671626984,0.7712086123511905,0.7698115079365079,0.7711267671130952,0.9991222563244048,0.9996018182663691,0.0022201523118253264,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
hr07,parity_inj_gru_gate,parity,inj_gru_gate,,ok,checkpoint_190000.pt,191,190000,0.712788589719742,0.716262710813492,0.7128518337673612,0.7158461991567461,0.8684023902529762,0.8691028413318452,0.1622085848024913,1024,8,16,1,,,random,64,,,,,0.0,,,,,softmax_ce,,0.1
