stage,task,sweep,seed,best_test_acc,final_test_acc,best_test_acc_mc,delta_pp,n_points,final_iter
st01,parity,d_modeld4,1.0,0.6503188941592262,0.6496122426835317,0.7282046363467262,-2.9381105840773802,201,200000
st01,parity,d_modeld4,2.0,0.6343323335193451,0.6334217277405753,0.7612885974702381,-4.536766648065482,201,200000
st01,parity,d_modeld4,,0.6610928586929563,0.660881115141369,0.8240937732514881,-1.8607141307043662,201,200000
st01,parity,headsh16,1.0,0.7686454070560516,0.7686141725570437,1.0,8.89454070560516,201,200000
st01,parity,headsh16,2.0,0.7127895972842261,0.7117285543774802,0.9999476841517856,3.3089597284226113,201,200000
st01,parity,headsh16,,0.7516251627604168,0.7453298998635912,1.0,7.192516276041683,201,200000
st01,parity,headsh2,1.0,0.6525451466393849,0.6519683159722222,0.8299647739955357,-2.715485336061507,201,200000
st01,parity,headsh2,2.0,0.6605249798487104,0.6601364087301587,0.7821597144717262,-1.917502015128958,201,200000
st01,parity,headsh2,,0.6753901212177579,0.6748918030753968,0.7644507998511905,-0.43098787822420936,201,200000
st01,parity,headsh8,1.0,0.7077302672371032,0.707051285032242,0.9689069475446428,2.8030267237103224,201,200000
st01,parity,headsh8,2.0,0.6848913380456351,0.6491181098090277,0.9999447777157738,0.5191338045635097,201,200000
st01,parity,headsh8,,0.6797130766369047,0.6797026909722222,0.8820684523809523,0.0013076636904751915,201,200000
st01,parity,memory_hidden_dimsmh1,1.0,0.7551708596850197,0.7551708596850197,0.9999854678199404,7.547085968501976,201,200000
st01,parity,memory_hidden_dimsmh1,2.0,0.7082559446304565,0.7068038504464287,1.0,2.855594463045652,201,200000
st01,parity,memory_hidden_dimsmh1,,0.6144337875124009,0.6136038256448412,0.8423694428943452,-6.526621248759912,201,200000
st01,parity,memory_hidden_dimsmh2,1.0,0.6561304098462302,0.6554586356026786,0.9562203543526786,-2.3569590153769804,201,200000
st01,parity,memory_hidden_dimsmh2,2.0,0.6520987955729166,0.6505851236979165,0.9515119280133928,-2.760120442708336,201,200000
st01,parity,memory_hidden_dimsmh2,,0.733043426029266,0.7290824187748016,0.9561709449404762,5.334342602926601,201,200000
st01,parity,memory_hidden_dimsmh32,1.0,0.6842592850942459,0.6292208426339284,0.7654680524553571,0.45592850942459684,201,200000
st01,parity,memory_hidden_dimsmh32,2.0,0.7363847036210318,0.6944576590401786,1.0,5.668470362103184,201,200000
st01,parity,memory_hidden_dimsmh32,,0.7584392826140873,0.7558981274801587,1.0,7.873928261408736,201,200000
