stage,task,sweep,seed,best_test_acc,final_test_acc,best_test_acc_mc,delta_pp,n_points,final_iter
st01,cifar10,nst_random-pairing,2.0,0.6957440000000001,0.6556440000000001,0.8413,5.144400000000015,101,200000
st01,cifar10,nst_random-pairing,,0.6833280000000002,0.6635880000000001,0.847,3.9028000000000174,101,200000
st01,cifar10,synapse_depthsd1,1.0,0.734572,0.7275880000000001,0.8391,9.027200000000002,101,200000
st01,cifar10,synapse_depthsd1,2.0,0.7123120000000001,0.705138,0.8434,6.801200000000007,101,200000
st01,cifar10,synapse_depthsd1,,0.7199920000000002,0.7131439999999999,0.8325,7.56920000000002,101,200000
st01,cifar10,synapse_depthsd2,1.0,0.7317460000000001,0.7280560000000001,0.8346,8.744600000000013,101,200000
st01,cifar10,synapse_depthsd2,2.0,0.667664,0.65834,0.8426,2.336400000000005,101,200000
st01,cifar10,synapse_depthsd2,,0.652826,0.62684,0.8396,0.8526000000000034,101,200000
st01,cifar10,synapse_depthsd8,1.0,0.7041299999999999,0.6460000000000001,0.8423,5.982999999999993,101,200000
st01,cifar10,synapse_depthsd8,2.0,0.7060020000000001,0.6969519999999999,0.8441,6.170200000000015,101,200000
st01,cifar10,synapse_depthsd8,,0.724734,0.717646,0.8519,8.0434,101,200000
st02,cifar10,tick1,1.0,0.8527,0.8507,0.8527,20.840000000000003,101,200000
st02,cifar10,tick1,2.0,0.85,0.8471,0.85,20.57,101,200000
st02,cifar10,tick1,,0.8488,0.845,0.8488,20.450000000000003,101,200000
st02,cifar10,tick10,1.0,0.5925900000000001,0.57759,0.8482,-5.170999999999992,101,200000
st02,cifar10,tick10,2.0,0.59413,0.5736,0.8513,-5.016999999999994,101,200000
st02,cifar10,tick10,,0.39103,0.39103,0.7056,-25.326999999999998,3,4000
st02,cifar10,tick2,1.0,0.7168,0.707,0.8473,7.250000000000001,101,200000
st02,cifar10,tick2,2.0,0.67735,0.6453,0.8479,3.3050000000000024,101,200000
st02,cifar10,tick2,,0.6043499999999999,0.6043499999999999,0.781,-3.995000000000004,4,6000
st02,cifar10,tick25,1.0,0.637876,0.6147279999999999,0.8509,-0.6423999999999985,101,200000
st02,cifar10,tick25,2.0,0.6797719999999999,0.6407200000000001,0.8517,3.547199999999995,101,200000
st02,cifar10,tick25,,0.6446160000000001,0.629252,0.8453,0.0316000000000094,101,200000
st02,cifar10,tick5,1.0,0.64456,0.6161800000000001,0.8447,0.026000000000003798,101,200000
st02,cifar10,tick5,2.0,0.61974,0.61208,0.8499,-2.4560000000000026,101,200000
st02,cifar10,tick5,,0.51494,0.51494,0.7583,-12.936000000000003,4,6000
st02,cifar10,tick50,1.0,0.780474,0.7685980000000001,0.8446,13.617400000000002,101,200000
